Product type,Product,Revenue,Quantity,Gross margin
Tents,Star Lite,165964.64,472,0.28900518
Tents,Star Gazer 2,78568.6,142,0.2904934
Lanterns,Firefly Mapreader,5522.31,339,0.53959484
Lanterns,Firefly Extreme,3756.32,68,0.45166546
Lanterns,EverGlow Single,11115,325,0.45204678
Knives,Single Edge,29682.3,2445,0.29489292
Knives,Bear Edge,6075.63,153,0.40745404
Navigation,Glacier Deluxe,11442.63,123,0.43028832
Insect Repellents,BugShield Natural,3324,554,0.69
Sunscreen,Sun Blocker,535,107,0.61
Sunscreen,Sun Shelter Stick,645,129,0.608
Sunscreen,Sun Shelter 15,1760,352,0.642
Sunscreen,Sun Shelter 30,1585,317,0.63
Sunscreen,Sun Shield,1296,216,0.54
First Aid,Compact Relief Kit,1771,77,0.60869565
Cooking Gear,TrailChef Cup,3638.8,1654,0.61363636
Sleeping Bags,Hibernator Pad,8844.48,222,0.50401606
Lanterns,Firefly 2,7116.2,260,0.39093898
Lanterns,Firefly Multi-light,2999.02,113,0.33006782
Rope,Husky Rope 60,9747,54,0.29911357
Tools,Granite Hammer,10713.18,141,0.25138194
Tools,Granite Shovel,6643.27,113,0.3856098
Insect Repellents,BugShield Lotion,1260,180,0.66714286
First Aid,Insect Bite Relief,144,24,0.54
Irons,Hailstorm Steel Irons,41951,91,0.52060738
Woods,Hailstorm Steel Woods Set,66704.64,115,0.41107545
Woods,Lady Hailstorm Steel Woods Set,24227.84,28,0.51345229
Putters,Blue Steel Putter,8076.25,91,0.53577465
Cooking Gear,TrailChef Water Bag,17782.9,4502,0.46582278
Cooking Gear,TrailChef Canteen,4924.29,393,0.367917
Cooking Gear,TrailChef Deluxe Cook Set,28342.9,230,0.35437799
Tents,Star Gazer 2,65289.4,118,0.2904934
Sleeping Bags,Hibernator,28874.43,207,0.38346835
Sleeping Bags,Hibernator Extreme,27295.92,107,0.41200004
Sleeping Bags,Hibernator Self - Inflating Mat,17652.86,146,0.56537921
Sleeping Bags,Hibernator Pillow,2929.9,166,0.52124646
Sleeping Bags,Hibernator Camp Cot,23921.66,241,0.3426355
Packs,Canyon Mule Extreme Backpack,23910.22,53,0.47049253
Packs,Canyon Mule Cooler,13330.98,422,0.52516619
Lanterns,EverGlow Double,1564.5,30,0.44870566
Lanterns,EverGlow Lamp,11148.92,668,0.40083883
Rope,Husky Rope 50,51832,341,0.33611842
Rope,Husky Rope 60,19674.5,109,0.29911357
Rope,Husky Rope 100,98140.34,298,0.30862661
Rope,Husky Rope 200,78110.89,143,0.32198891
Safety,Granite Climbing Helmet,59895.6,852,0.25263158
Safety,Husky Harness,35938.5,582,0.29117409
Safety,Husky Harness Extreme,82346,788,0.48392344
Safety,Granite Signal Mirror,9471,287,0.52393939
Climbing Accessories,Granite Carabiner,26853.8,7013,0.4881365
Climbing Accessories,Granite Belay,36242.5,545,0.48165414
Climbing Accessories,Granite Pulley,31058.16,834,0.50725027
Climbing Accessories,Firefly Climbing Lamp,16890.89,431,0.44628732
Climbing Accessories,Firefly Charger,33131.34,638,0.56942037
Climbing Accessories,Firefly Rechargeable Battery,22464.96,2849,0.60051787
Climbing Accessories,Granite Chalk Bag,8082,449,0.52611111
Tools,Granite Ice,51680,680,0.48723684
Tools,Granite Hammer,20818.52,274,0.25138194
Tools,Granite Shovel,12209.14,206,0.3905615
Tools,Granite Grip,18400,920,0.5055
Tools,Granite Axe,60856,1559,0.49993953
Tools,Granite Extreme,73568,968,0.38789474
Watches,Mountain Man Digital,1706.01,41,0.51934631
Watches,Mountain Man Deluxe,5219.2,64,0.52176579
Watches,Mountain Man Combination,2450.25,25,0.54086318
Watches,Mountain Man Extreme,6181.98,21,0.60530607
Watches,Venue,16936,232,0.41707723
Watches,Infinity,53949,238,0.46406124
Watches,Lux,45095.2,266,0.47822518
Watches,Sam,3951.2,88,0.38396437
Watches,TX,85772,452,0.45444014
Watches,Legend,65071.8,246,0.4295655
Watches,Zodiak,8054.2,77,0.42578282
Watches,Kodiak,13954.8,116,0.44372402
Eyewear,Polar Sun,6060.32,98,0.57713454
Eyewear,Polar Ice,3797.2,35,0.54199147
Eyewear,Polar Sports,8359.58,69,0.51400429
Eyewear,Polar Extreme,2076.2,14,0.5111261
Eyewear,Cat Eye,35386.95,807,0.34730515
Eyewear,Dante,28681.32,646,0.37872629
Eyewear,Fairway,14628.9,726,0.3984141
Eyewear,Inferno,26401.7,409,0.40161997
Eyewear,Maximus,46860,564,0.5124872
Eyewear,Trendi,10311.5,205,0.39724288
Eyewear,Zone,45469.8,1485,0.32289894
Eyewear,Hawk Eye,35275.5,871,0.39505351
Eyewear,Retro,64028.3,1022,0.44710464
Knives,Edge Extreme,36273.49,319,0.2964559
Knives,Bear Survival Edge,10417.72,117,0.47214938
Knives,Max Gizmo,8881.8,220,0.56173523
Knives,Pocket Gizmo,15041.4,1166,0.59570585
Binoculars,Seeker 35,10803.24,108,0.28831351
Binoculars,Seeker Extreme,13134.32,88,0.3693956
Binoculars,Opera Vision,6050,55,0.54
Binoculars,Ranger Vision,15372.8,94,0.50748205
Navigation,Glacier Basic,14429.52,441,0.38875306
Navigation,Glacier GPS Extreme,37919.82,111,0.48343188
Navigation,Astro Pilot,25520,176,0.37702704
Navigation,Sky Pilot,16468,46,0.34068375
Insect Repellents,BugShield Extreme,4788,710,0.64114453
Sunscreen,Sun Blocker,665,133,0.61
First Aid,Aloe Relief,172.59,33,0.63288719
Watches,Mountain Man Analog,21409.44,438,0.38625205
Watches,Mountain Man Digital,1872.45,45,0.51934631
Watches,Mountain Man Deluxe,14310.52,178,0.51490232
Watches,Venue,7081,97,0.41205479
Watches,Infinity,44061,188,0.45776719
Watches,Lux,6465.6,36,0.47360802
Watches,TX,10200,51,0.47
Watches,Legend,18200,70,0.4172011
Watches,Zodiak,13284.2,127,0.4250478
Watches,Kodiak,11700,90,0.47938462
Eyewear,Polar Sun,24738.16,402,0.57505732
Eyewear,Polar Ice,8813.2,82,0.53767304
Eyewear,Polar Sports,16333.85,135,0.51335417
Eyewear,Polar Wave,4207.28,44,0.56996444
Eyewear,Polar Extreme,2076.2,14,0.5111261
Eyewear,Bella,6675,89,0.4168
Eyewear,Capri,19456.4,508,0.34126971
Eyewear,Cat Eye,8415.2,314,0.31257962
Eyewear,Dante,16224.5,370,0.34647293
Eyewear,Fairway,7798.05,387,0.39602978
Eyewear,Inferno,12415,191,0.39215385
Eyewear,Maximus,22320,279,0.49535484
Eyewear,Zone,14321.6,467,0.32151575
Eyewear,Hawk Eye,5953.5,147,0.39185185
Eyewear,Retro,21301,340,0.44987653
Knives,Max Gizmo,2808.3,69,0.53980344
Binoculars,Seeker 35,14304.29,143,0.28831351
Binoculars,Seeker Extreme,11106.56,64,0.45764665
Binoculars,Opera Vision,2200,20,0.54
Binoculars,Ranger Vision,11200,70,0.53725
Navigation,Glacier Deluxe,8062.56,88,0.42152368
Navigation,Astro Pilot,10295,71,0.37544828
Navigation,Sky Pilot,2148,6,0.34396648
Cooking Gear,TrailChef Canteen,5761.5,575,0.47704591
Cooking Gear,TrailChef Kitchen Kit,7830.2,329,0.33067227
Cooking Gear,TrailChef Cup,2953.62,807,0.76775956
Cooking Gear,TrailChef Cook Set,15987.51,297,0.35036225
Cooking Gear,TrailChef Double Flame,14850.54,103,0.4798169
Tents,Star Lite,92827.68,264,0.28900518
Tents,Star Gazer 3,41709.46,59,0.35779557
Sleeping Bags,Hibernator Lite,26532.9,310,0.29898353
Sleeping Bags,Hibernator,63327.95,437,0.40654956
Sleeping Bags,Hibernator Extreme,6628.5,25,0.43426115
Sleeping Bags,Hibernator Self - Inflating Mat,30830.35,323,0.44944997
Packs,Canyon Mule Weekender Backpack,12293.27,43,0.41704852
Packs,Canyon Mule Extreme Backpack,11513,25,0.48128203
Packs,Canyon Mule Cooler,14689.35,465,0.52516619
Lanterns,EverGlow Kerosene,4290.8,136,0.36608558
Watches,Mountain Man Analog,2786.16,57,0.38625205
Watches,Venue,28178,386,0.41615019
Watches,Infinity,62583,279,0.46232555
Watches,Lux,21408.8,123,0.47609021
Watches,Sam,5163.5,115,0.38396437
Watches,TX,49840,263,0.45168339
Watches,Legend,51607.2,197,0.42973732
Watches,Zodiak,25104,240,0.4250478
Watches,Kodiak,33020.3,269,0.4526991
Eyewear,Polar Ice,1540,14,0.54827273
Eyewear,Bella,7125,95,0.4168
Eyewear,Cat Eye,37032.25,974,0.33969013
Eyewear,Dante,33995.11,763,0.38714186
Eyewear,Fairway,35403.55,1757,0.40054345
Eyewear,Inferno,59009.65,918,0.40867451
Eyewear,Maximus,47071,552,0.50245119
Eyewear,Trendi,22232.6,442,0.39841719
Eyewear,Zone,56077.8,1833,0.32172749
Eyewear,Hawk Eye,19156.5,473,0.39392895
Eyewear,Retro,49681.45,793,0.44654474
Knives,Max Gizmo,24835.5,611,0.54899921
Knives,Pocket Gizmo,25451.7,1973,0.59543017
Binoculars,Seeker Extreme,2283.5,25,-0.03043573
Binoculars,Seeker Mini,2759.31,43,0.37665576
Binoculars,Opera Vision,5610,51,0.54239572
Binoculars,Ranger Vision,17760,111,0.53486543
Navigation,Glacier Basic,11942.8,365,0.38875306
Navigation,Glacier GPS,14415.7,130,0.33772207
Navigation,Trail Scout,21658,91,0.35459322
Navigation,Astro Pilot,22910,158,0.3759533
Navigation,Sky Pilot,15394,43,0.34310251
Insect Repellents,BugShield Spray,0,43,
Insect Repellents,BugShield Extreme,0,25,
Sunscreen,Sun Shelter 30,0,43,
First Aid,Aloe Relief,0,43,
Woods,Hailstorm Titanium Woods Set,8897.56,7,0.51301256
Putters,Blue Steel Max Putter,28828.8,168,0.46503497
Golf Accessories,Course Pro Umbrella,8973.25,715,0.52191235
Eyewear,Polar Sun,6122.16,99,0.57713454
Eyewear,Polar Sports,7122.93,60,0.50402433
Irons,Hailstorm Steel Irons,56610.8,129,0.49640351
Irons,Hailstorm Titanium Irons,93474.76,112,0.47951607
Irons,Lady Hailstorm Steel Irons,39476.58,78,0.4511865
Irons,Lady Hailstorm Titanium Irons,74322.16,88,0.50270552
Woods,Hailstorm Titanium Woods Set,104864.21,89,0.49884617
Woods,Hailstorm Steel Woods Set,14031.36,21,0.48874521
Woods,Lady Hailstorm Titanium Woods Set,32633.25,25,0.53268522
Putters,Course Pro Putter,47536.02,651,0.61106546
Putters,Blue Steel Putter,14423.48,170,0.5144029
Putters,Blue Steel Max Putter,46160.4,310,0.38920872
Golf Accessories,Course Pro Golf and Tee Set,11283.72,1148,0.71512941
Golf Accessories,Course Pro Umbrella,12260.53,1043,0.48958161
Golf Accessories,Course Pro Golf Bag,29134.04,135,0.63068974
Golf Accessories,Course Pro Gloves,10902.78,1018,0.76190476
Cooking Gear,TrailChef Water Bag,19303.65,4887,0.46582278
Cooking Gear,TrailChef Deluxe Cook Set,34011.48,276,0.35437799
Tents,Star Gazer 2,102913.8,186,0.2904934
Sleeping Bags,Hibernator Self - Inflating Mat,29381.13,243,0.56537921
Packs,Canyon Mule Carryall,28490.64,408,0.41028211
Lanterns,Firefly Multi-light,5254.92,198,0.33006782
Insect Repellents,BugShield Spray,2301.83,383,0.69550749
Insect Repellents,BugShield Lotion Lite,553,79,0.73142857
Insect Repellents,BugShield Lotion,1470,210,0.66714286
Sunscreen,Sun Shelter 30,2130,426,0.63
Sunscreen,Sun Shield,2670,445,0.54
First Aid,Deluxe Family Relief Kit,1575,45,0.59885714
First Aid,Aloe Relief,156.9,30,0.63288719
First Aid,Insect Bite Relief,156,26,0.54
Cooking Gear,TrailChef Canteen,8056.08,804,0.47704591
Cooking Gear,TrailChef Kitchen Kit,10591,445,0.33067227
Cooking Gear,TrailChef Deluxe Cook Set,20702.64,168,0.35437799
Cooking Gear,TrailChef Single Flame,16301.51,257,0.26880025
Cooking Gear,TrailChef Utensils,11075.4,586,0.47089947
Tents,Star Dome,35864.3,58,0.35958599
Tents,Star Gazer 3,36760.88,52,0.35779557
Tents,Star Gazer 6,14524.56,18,0.39275269
Tents,Star Peg,4984.2,2448,0.50884796
Sleeping Bags,Hibernator Lite,22595.76,264,0.29898353
Sleeping Bags,Hibernator Extreme,37782,150,0.40447832
Sleeping Bags,Hibernator Pillow,4377.2,248,0.52124646
Sleeping Bags,Hibernator Camp Cot,21241.64,214,0.3426355
Packs,Canyon Mule Climber Backpack,50310.78,689,0.2810189
Packs,Canyon Mule Weekender Backpack,38838.8,143,0.38637703
Packs,Canyon Mule Journey Backpack,58485.12,166,0.39449932
Packs,Canyon Mule Extreme Backpack,35874.18,82,0.45397609
Packs,Canyon Mule Carryall,26814.72,384,0.41028211
Lanterns,Firefly Mapreader,7053.57,433,0.53959484
Lanterns,Firefly 2,10537.45,385,0.39093898
Lanterns,Firefly 4,9391.36,319,0.38858696
Lanterns,Firefly Extreme,4861.12,88,0.45166546
Lanterns,EverGlow Kerosene,5773.65,183,0.36608558
Lanterns,EverGlow Lamp,12431.07,447,0.54009349
Lanterns,Flicker Lantern,7188.73,207,0.55022097
Watches,Mountain Man Analog,3861.52,79,0.38625205
Watches,Mountain Man Combination,2548.26,26,0.54086318
Eyewear,Polar Sun,10868.48,179,0.5693188
Eyewear,Polar Ice,2479.4,23,0.5390538
Eyewear,Polar Sports,20275.12,169,0.50921524
Eyewear,Polar Extreme,2224.5,15,0.5111261
Knives,Single Edge,47722.92,3914,0.29795075
Knives,Double Edge,12163.84,731,0.31310096
Knives,Bear Edge,8100.84,204,0.40745404
Knives,Bear Survival Edge,8592.64,98,0.46395985
Binoculars,Seeker 35,18105.43,181,0.28831351
Binoculars,Seeker 50,8408.4,66,0.2733124
Binoculars,Seeker Extreme,5315.7,30,0.46881878
Binoculars,Seeker Mini,11486.2,140,0.51245843
Insect Repellents,BugShield Spray,1009.68,168,0.69550749
Insect Repellents,BugShield Lotion,1218,174,0.66714286
Insect Repellents,BugShield Extreme,3682,526,0.65428571
Sunscreen,Sun Blocker,675,135,0.61
Sunscreen,Sun Shelter 30,1890,378,0.63
First Aid,Compact Relief Kit,1150,50,0.60869565
First Aid,Deluxe Family Relief Kit,1050,30,0.59885714
First Aid,Calamine Relief,348,58,0.52833333
First Aid,Insect Bite Relief,252,42,0.54
Irons,Hailstorm Titanium Irons,80596.04,98,0.47522955
Irons,Lady Hailstorm Titanium Irons,27026.24,32,0.50270552
Woods,Hailstorm Titanium Woods Set,114460.89,97,0.49814124
Woods,Hailstorm Steel Woods Set,35704.8,54,0.48336358
Woods,Lady Hailstorm Titanium Woods Set,91712.83,71,0.52776509
Putters,Blue Steel Putter,8093.76,96,0.51132724
Putters,Blue Steel Max Putter,0,42,
Golf Accessories,Course Pro Golf and Tee Set,0,80,
Golf Accessories,Course Pro Umbrella,0,80,
Golf Accessories,Course Pro Golf Bag,25669.26,119,0.63051915
Sleeping Bags,Hibernator Pad,14940,375,0.50401606
Packs,Canyon Mule Journey Backpack,87023.04,247,0.39449932
Packs,Canyon Mule Extreme Backpack,59498.64,136,0.45397609
Lanterns,EverGlow Double,2555.35,49,0.44870566
Lanterns,EverGlow Kerosene,9465,300,0.36608558
Rope,Husky Rope 50,25080,165,0.33611842
Rope,Husky Rope 60,17147.5,95,0.29911357
Rope,Husky Rope 100,45118.21,137,0.30862661
Rope,Husky Rope 200,41513.48,76,0.32198891
Climbing Accessories,Granite Belay,19551,294,0.48165414
Climbing Accessories,Granite Pulley,19204.06,521,0.50217037
Climbing Accessories,Firefly Climbing Lamp,9444.79,241,0.44628732
Climbing Accessories,Firefly Charger,17552.34,338,0.56942037
Climbing Accessories,Firefly Rechargeable Battery,11595.36,1479,0.59821429
Climbing Accessories,Granite Chalk Bag,4518,251,0.52611111
Watches,Mountain Man Extreme,6282.1,22,0.59310103
Knives,Edge Extreme,28200.08,248,0.2964559
Navigation,Glacier GPS Extreme,39627.92,116,0.48343188
Watches,Mountain Man Digital,7406.58,178,0.51934631
Watches,Mountain Man Deluxe,5010.56,64,0.50185209
Watches,Mountain Man Combination,6115.85,65,0.52173451
Watches,Venue,14162,194,0.41909194
Watches,Infinity,41269,183,0.46458262
Watches,Lux,18224.8,109,0.47821101
Watches,Sam,3187.9,71,0.38396437
Watches,TX,82680,440,0.44865215
Watches,Legend,57807,219,0.42787379
Watches,Zodiak,13493.4,129,0.42600827
Eyewear,Polar Sun,27570.7,450,0.5731882
Eyewear,Polar Ice,4851,45,0.5390538
Eyewear,Polar Sports,23817.8,201,0.50310776
Eyewear,Bella,4725,70,0.45125926
Eyewear,Cat Eye,36036.35,1017,0.33567939
Eyewear,Dante,72889.16,1624,0.40485828
Eyewear,Fairway,25691.25,1275,0.39860419
Eyewear,Inferno,55190.4,854,0.40735418
Eyewear,Maximus,53215,644,0.50494541
Eyewear,Trendi,27916.5,555,0.39326133
Eyewear,Zone,95332,3098,0.32141212
Eyewear,Hawk Eye,16564.5,409,0.39351807
Eyewear,Retro,66283.7,1058,0.44845203
Knives,Double Edge,11009.25,675,0.29920294
Knives,Bear Edge,10562.86,266,0.40745404
Knives,Bear Survival Edge,7452.8,85,0.46395985
Knives,Max Gizmo,402,10,0.539801
Knives,Pocket Gizmo,16512,1280,0.60348716
Binoculars,Ranger Vision,19219.2,117,0.5032197
Navigation,Glacier Basic,23956.29,747,0.3763642
Navigation,Astro Pilot,12905,89,0.37743433
Navigation,Sky Pilot,14678,41,0.3433465
Insect Repellents,BugShield Extreme,9267.86,1351,0.64723032
Sunscreen,Sun Shelter Stick,1495,299,0.608
First Aid,Compact Relief Kit,1748,76,0.60869565
Irons,Hailstorm Steel Irons,379748.75,841,0.5105685
Irons,Hailstorm Titanium Irons,247777.08,306,0.47208156
Irons,Lady Hailstorm Steel Irons,76928.72,152,0.4511865
Irons,Lady Hailstorm Titanium Irons,137664.91,163,0.50270552
Woods,Hailstorm Titanium Woods Set,375871.34,319,0.50084276
Woods,Hailstorm Steel Woods Set,372882,642,0.41185898
Woods,Lady Hailstorm Titanium Woods Set,127881.27,99,0.52776509
Woods,Lady Hailstorm Steel Woods Set,109890.56,127,0.51345229
Putters,Course Pro Putter,139103.1,1905,0.61106546
Putters,Blue Steel Putter,76310.73,879,0.52542978
Putters,Blue Steel Max Putter,109824,799,0.34143876
Golf Accessories,Course Pro Golf and Tee Set,12408.9,1386,0.68725673
Golf Accessories,Course Pro Umbrella,35951.22,3060,0.48930801
Golf Accessories,Course Pro Golf Bag,69551.27,322,0.63101465
Golf Accessories,Course Pro Gloves,29494.11,2815,0.7566209
Cooking Gear,TrailChef Water Bag,37248.5,9430,0.46582278
Cooking Gear,TrailChef Canteen,10757.28,876,0.35504886
Cooking Gear,TrailChef Kitchen Kit,18562.72,796,0.31689537
Cooking Gear,TrailChef Cup,7174.2,3261,0.61363636
Cooking Gear,TrailChef Cook Set,38255.04,718,0.34365616
Cooking Gear,TrailChef Single Flame,65586.62,1034,0.26880025
Cooking Gear,TrailChef Kettle,32844.4,2615,0.59315287
Cooking Gear,TrailChef Utensils,11736.9,621,0.47089947
Tents,Star Lite,318567.72,906,0.28900518
Tents,Star Dome,47612.95,77,0.35958599
Tents,Star Gazer 2,138325,250,0.2904934
Tents,Star Gazer 6,47750,60,0.38429319
Sleeping Bags,Hibernator Lite,53664.93,627,0.29898353
Sleeping Bags,Hibernator,57888.35,415,0.38346835
Sleeping Bags,Hibernator Pad,16812.48,422,0.50401606
Packs,Canyon Mule Weekender Backpack,163158.26,580,0.40755191
Packs,Canyon Mule Journey Backpack,50029.44,142,0.39449932
Packs,Canyon Mule Cooler,40075.29,1285,0.51903031
Lanterns,Firefly Mapreader,29228.24,1842,0.52734068
Lanterns,Firefly 2,29743.38,1109,0.37844892
Lanterns,Firefly 4,8567.04,291,0.38858696
Lanterns,Firefly Multi-light,11359.12,428,0.33006782
Lanterns,EverGlow Single,38385.9,1134,0.44638109
Lanterns,EverGlow Double,2920.4,56,0.44870566
Lanterns,EverGlow Butane,6369.66,99,0.36851104
Lanterns,EverGlow Lamp,59963.64,3036,0.45274837
Watches,Mountain Man Digital,3287.19,79,0.51934631
Watches,Mountain Man Deluxe,11318.88,144,0.50383784
Watches,Mountain Man Combination,4034.1,42,0.53149401
Watches,Infinity,54120,234,0.45958241
Watches,Lux,15215.2,91,0.47539566
Watches,Sam,2020.5,45,0.38396437
Watches,TX,80476,425,0.46241488
Watches,Legend,36206.6,136,0.43402363
Watches,Zodiak,11715.2,112,0.4250478
Watches,Kodiak,14917.2,124,0.44335934
Eyewear,Polar Sun,25504.1,416,0.57346466
Eyewear,Polar Ice,7455.8,70,0.53347729
Eyewear,Polar Sports,22151.38,186,0.5055983
Eyewear,Capri,1991.6,52,0.33707572
Eyewear,Cat Eye,40312.05,1160,0.33316465
Eyewear,Dante,84334.63,1895,0.38397951
Eyewear,Fairway,55674.45,2763,0.40095556
Eyewear,Inferno,107759,1660,0.39289433
Eyewear,Maximus,67300,837,0.49545156
Eyewear,Trendi,54776.7,1089,0.39342293
Eyewear,Zone,171071.2,5584,0.32327434
Eyewear,Hawk Eye,45886.5,1133,0.40480403
Eyewear,Retro,116967.55,1867,0.44861793
Knives,Single Edge,73531.98,6057,0.29489292
Knives,Double Edge,11857.37,727,0.29920294
Knives,Bear Edge,7664.03,193,0.40745404
Knives,Bear Survival Edge,6312.96,72,0.46395985
Knives,Max Gizmo,15146.7,376,0.54889316
Binoculars,Seeker 50,21021,165,0.2733124
Binoculars,Seeker Mini,25282.98,394,0.37665576
Binoculars,Ranger Vision,29331.2,179,0.50726735
Navigation,Glacier Basic,30887.68,944,0.38875306
Navigation,Glacier GPS,32823.44,296,0.33772207
Navigation,Trail Scout,34034,143,0.35399189
Navigation,Astro Pilot,66120,456,0.3763173
Navigation,Sky Pilot,36874,103,0.34068937
Insect Repellents,BugShield Natural,3468,578,0.69
Insect Repellents,BugShield Spray,0,394,
Insect Repellents,BugShield Lotion Lite,1169,167,0.73142857
Insect Repellents,BugShield Lotion,5033,719,0.66714286
Sunscreen,Sun Blocker,1050,210,0.61
Sunscreen,Sun Shelter 15,1850,370,0.642
Sunscreen,Sun Shelter 30,3465,1087,0.41963925
Sunscreen,Sun Shield,2622,437,0.54
First Aid,Deluxe Family Relief Kit,4585,131,0.59885714
First Aid,Calamine Relief,438,73,0.52833333
First Aid,Aloe Relief,0,394,
First Aid,Insect Bite Relief,900,150,0.54
Irons,Lady Hailstorm Steel Irons,86544.81,171,0.4511865
Woods,Lady Hailstorm Steel Woods Set,115947.52,134,0.51345229
Putters,Course Pro Putter,42643.68,584,0.61106546
Golf Accessories,Course Pro Golf and Tee Set,22931.46,2249,0.72539036
Golf Accessories,Course Pro Umbrella,0,37,
Golf Accessories,Course Pro Golf Bag,8114.1,37,0.63657091
Cooking Gear,TrailChef Water Bag,26812.6,6788,0.46582278
Cooking Gear,TrailChef Canteen,5490.96,548,0.47704591
Cooking Gear,TrailChef Cup,2836.5,775,0.76775956
Cooking Gear,TrailChef Deluxe Cook Set,46580.94,378,0.35437799
Tents,Star Gazer 2,144964.6,262,0.2904934
Sleeping Bags,Hibernator Lite,26447.31,309,0.29898353
Sleeping Bags,Hibernator,72020.31,497,0.40652852
Sleeping Bags,Hibernator Self - Inflating Mat,73721.35,687,0.51029315
Packs,Canyon Mule Weekender Backpack,8290.81,29,0.41704852
Packs,Canyon Mule Journey Backpack,48620.16,138,0.39449932
Packs,Canyon Mule Extreme Backpack,38499.12,88,0.45397609
Packs,Canyon Mule Cooler,15036.84,476,0.52516619
Packs,Canyon Mule Carryall,24580.16,352,0.41028211
Lanterns,Firefly Multi-light,7431.2,280,0.33006782
Watches,Mountain Man Combination,2646.27,27,0.54086318
Eyewear,Polar Sun,1607.84,26,0.57713454
Binoculars,Seeker Mini,1860.93,29,0.37665576
Insect Repellents,BugShield Natural,4026,671,0.69
Insect Repellents,BugShield Spray,6761.25,1154,0.68765835
Insect Repellents,BugShield Lotion Lite,4046,578,0.73142857
Insect Repellents,BugShield Lotion,1477,211,0.66714286
Sunscreen,Sun Shelter Stick,1685,337,0.608
Sunscreen,Sun Shelter 15,4790,958,0.642
Sunscreen,Sun Shelter 30,2170,463,0.6052765
Sunscreen,Sun Shield,4554,759,0.54
First Aid,Deluxe Family Relief Kit,2450,70,0.59885714
First Aid,Aloe Relief,643.29,152,0.54633214
First Aid,Insect Bite Relief,324,54,0.54
Cooking Gear,TrailChef Utensils,6905.82,358,0.48159668
Tents,Star Lite,162448.44,462,0.28900518
Sleeping Bags,Hibernator Extreme,41308.32,164,0.40447832
Lanterns,Firefly Mapreader,5261.67,323,0.53959484
Lanterns,Firefly Extreme,4308.72,78,0.45166546
Lanterns,EverGlow Single,9097.2,266,0.45204678
Watches,Legend,19278,102,0.26793651
Eyewear,Cat Eye,62892.35,3217,0.05473146
Knives,Single Edge,22809.93,1859,0.30236349
Knives,Double Edge,5707.52,343,0.31310096
Navigation,Glacier Deluxe,5519.45,59,0.43345804
Insect Repellents,BugShield Natural,5172,862,0.69
Insect Repellents,BugShield Extreme,9492,1356,0.65428571
Sunscreen,Sun Blocker,520,104,0.61
Sunscreen,Sun Shelter Stick,2210,442,0.608
Sunscreen,Sun Shelter 15,2105,421,0.642
Sunscreen,Sun Shelter 30,1810,362,0.63
Sunscreen,Sun Shield,1308,218,0.54
First Aid,Compact Relief Kit,1587,69,0.60869565
First Aid,Aloe Relief,177.82,34,0.63288719
Cooking Gear,TrailChef Water Bag,33018.37,7199,0.4933169
Cooking Gear,TrailChef Canteen,4636.1,370,0.367917
Cooking Gear,TrailChef Kitchen Kit,9615.2,404,0.33067227
Cooking Gear,TrailChef Cup,7072.65,2015,0.75783476
Cooking Gear,TrailChef Cook Set,20563.06,382,0.35036225
Cooking Gear,TrailChef Deluxe Cook Set,77388.44,628,0.35437799
Cooking Gear,TrailChef Single Flame,22581.08,356,0.26880025
Cooking Gear,TrailChef Double Flame,69494.76,482,0.4798169
Cooking Gear,TrailChef Kettle,42832.34,3389,0.59568424
Cooking Gear,TrailChef Utensils,10300.5,545,0.47089947
Tents,Star Dome,126761.75,205,0.35958599
Tents,Star Gazer 2,225746.4,408,0.2904934
Tents,Star Gazer 3,124421.44,176,0.35779557
Tents,Star Peg,6436.64,3284,0.48979592
Sleeping Bags,Hibernator,94574.22,678,0.38346835
Sleeping Bags,Hibernator Extreme,278738.64,1102,0.40697135
Sleeping Bags,Hibernator Self - Inflating Mat,83669.72,692,0.56537921
Sleeping Bags,Hibernator Pad,22317.38,566,0.49885874
Sleeping Bags,Hibernator Pillow,13466.95,763,0.52124646
Sleeping Bags,Hibernator Camp Cot,58265.62,587,0.3426355
Packs,Canyon Mule Climber Backpack,62651.16,858,0.2810189
Packs,Canyon Mule Weekender Backpack,8290.81,29,0.41704852
Packs,Canyon Mule Journey Backpack,134233.92,381,0.39449932
Packs,Canyon Mule Extreme Backpack,116649.02,262,0.46346262
Packs,Canyon Mule Cooler,27833.04,899,0.51550388
Lanterns,Firefly Lite,36282.47,2501,0.53471332
Lanterns,Firefly 2,8183.63,299,0.39093898
Lanterns,Firefly Extreme,27543.58,507,0.44244612
Lanterns,Firefly Multi-light,3715.6,140,0.33006782
Lanterns,EverGlow Single,9507.6,278,0.45204678
Lanterns,EverGlow Double,2763.95,53,0.44870566
Lanterns,EverGlow Kerosene,4732.5,150,0.36608558
Lanterns,EverGlow Butane,15650.52,242,0.37174867
Lanterns,Flicker Lantern,6568.49,191,0.5457982
Rope,Husky Rope 50,44688,294,0.33611842
Rope,Husky Rope 60,41154,228,0.29911357
Rope,Husky Rope 100,95505.7,290,0.30862661
Rope,Husky Rope 200,112523.38,206,0.32198891
Safety,Granite Climbing Helmet,142709,2030,0.25263158
Safety,Husky Harness,101764,1648,0.29117409
Safety,Husky Harness Extreme,230945,2210,0.48392344
Safety,Granite Signal Mirror,26796,812,0.52393939
